link,artist,artist_country,keywords,subject,styles,mediums,materials,list_price,category,height,width,depth
/art/Painting-Yellow-and-blue/298693/2646908/view,Thomas Saliot,France,"blue, yellow, close up, fashion, hey",Women,"Fine Art, Portraiture, Modern",Oil,Canvas,$980.00,Painting,37.4  H, 25.6  W,0.4
/art/Painting-A-red-portrait/768294/2359770/view,Alisa Sihinishyna,,"plant, portrait, blush, wood, red hair, ginger",Portrait,"Figurative, Fine Art",Oil,Canvas,$545.00,Painting,19.7  H, 19.7  W,2
/art/Painting-Sunset/774805/3170437/view,Oleksandr Balbyshev,Ukraine,"pink, portrait, sensuality, sunset, boy, bright colors, young man, eyes, face, ginger guy, lips, male",Portrait,"Figurative, Fine Art, Modern, Realism, Photorealism",Oil,Cardboard,$470.00,Painting,19.7  H, 13.8  W,0.1
/art/Painting-Agnosticism/604827/2174954/view,Vincent Serbin,United States,"red, blue, conceptual, agnostic, abstract",Abstract,"Abstract, Abstract Expressionism, Fine Art, Modern","Oil, Acrylic",Paper,"$1,300.00",Painting,22  H, 30  W,0.2
/art/Painting-827-over-the-jemez/520468/2250796/view,albert scharf,United States,"pink, warm, color, sky sunset, freeing, awesome, monumental",Landscape,"Fine Art, Modern, Impressionism",Oil,Canvas,"$8,000.00",Painting,44  H, 54  W,1
/art/Painting-Untitled/915086/3199057/view,Laura Parker,United States,"playful, modern art, color, abstract, geometric",Abstract,"Abstract, Fine Art","Oil, Pencil, Acrylic",Canvas,"$3,410.00",Painting,48  H, 48  W,2
/art/Painting-Autumn-on-the-Volga-river/841550/3193158/view,Nikolay Malafeev,Russia,"river, romantic, ship, sky, boat, trees, wallpaper, morning, countryside, fall, holidays, autumn",Landscape,"Expressionism, Impressionism, Fine Art, Art Deco",Oil,Canvas,"$1,640.00",Painting,13  H, 21.7  W,0.8
/art/Painting-Awakening-Revisiting-Black-Rock/70516/2603606/view,Danielle Hatherley,United States,"painting, fine art, modern art, color, abstract landscape, expressionism, abstract, Australian landscape, landscape, light",Landscape,"Abstract, Abstract Expressionism, Fine Art, Modern","Acrylic, Oil",Canvas,"$4,010.00",Painting,36  H, 40  W,2
/art/Painting-Modernism-at-Sunset/80764/2508162/view,C*cile van Hanja,Netherlands,"reflections, sunset, colors, modenism, architecture, lines",Architecture,"Modern, Fine Art","Acrylic, Oil",Canvas,"$1,600.00",Painting,23.6  H, 27.6  W,0.8
/art/Painting-Two-cows-grazing-in-the-moonlight/338194/2308917/view,Agnieszka Kochanczyk,Poland,"cow, animal, light, moon, night",Animal,"Fine Art, Figurative, Abstract",Oil,Canvas,$545.00,Painting,15.7  H, 13.8  W,0.8
/art/Painting-girl-with-guitar/805287/2882122/view,HYZHY OLEH,Ukraine,"play, Jens, sit, guitar, girl",Women,Fine Art,"Acrylic, Oil",Canvas,"$3,250.00",Painting,31.5  H, 27.6  W,0.9
/art/Painting-Hotel-California-Room-6/574303/2964103/view,Nestor Toro,United States,"calming, abstract painting , contemplative, green, landscape, modern",Landscape,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern",Acrylic,Canvas,$200.00,Painting,9  H, 12  W,0.5
/art/Painting-Wonderlust-2/833903/2789972/view,Shannon Neumann,United States,"acrylic, painting, texture, urban, Mixed Media, contemporary, corporate, impressionism, landscape, modern, nature",Landscape,"Impressionism, Abstract, Modern, Fine Art, Abstract Expressionism","Acrylic, Paint, Plaster",Canvas,"$2,710.00",Painting,36  H, 36  W,3
/art/Painting-portrait-in-a-landscape/729956/2156490/view,Pippa Young,United Kingdom,"psychological, old master, visual language, conceptual, contemporary",People,"Figurative, Fine Art, Realism",Oil,Wood,"$2,110.00",Painting,19.7  H, 15.7  W,2
/art/Painting-Night-Ohrid-Lake/698640/2513193/view,Goce Ilievski,Macedonia,"reflection, urban, water, buildings, dark, ohrid, houses, lake, landscape, lighting, lights, night",Outer Space,"Impressionism, Realism, Photorealism, Fine Art, Expressionism",Oil,Canvas,$560.00,Painting,20.5  H, 28.1  W,1.2
/art/Painting-Modesty-3/313699/2941510/view,Frederic Belaubre,France,"portrait, surreal, underwear, woman, erotica, airy, face, female, figure, floating, lightness, nude",Women,"Figurative, Fine Art, Portraiture, Modern, Realism",Oil,Canvas,$510.00,Painting,25.6  H, 21.3  W,0.8
/art/Painting-American-Gas/547450/2270487/view,Rachel Campbell,United States,"winter, America, rural, petrol., flag, gas, small town, landscape, abandoned",Landscape,"Documentary, Fine Art",Oil,Canvas,"$2,150.00",Painting,30  H, 40  W,2
/art/Painting-Twenty-Seven-Likes/417655/3193997/view,Dina Varpahovsky,United Kingdom,"pink, pretty, princess, instagram, red, dress, fashion, girls",People,"Fine Art, Figurative, Portraiture, Realism, Surrealism",Oil,Canvas,$365.00,Painting,8.3  H, 11.4  W,0.8
/art/Painting-Reflection-Architecture-Planten-un-Blomen/150600/2405246/view,Calum McClure,United Kingdom,"park, reflection, blue, water, morning, garden, botanics, light",Architecture,"Realism, Fine Art, Modern",Oil,Wood,"$8,000.00",Painting,59.1  H, 47.2  W,1.4
/art/Painting-Springtime-in-Grenada/336559/2823298/view,Susan Fisher,Canada,"romantic, whimsical, Mixed Media, Encaustic, contemporary, alhambra, impressionistic, landscape, modern",Landscape,"Modern, Fine Art","Encaustic, Gesso, Oil",Wood,"$3,210.00",Painting,40  H, 30  W,1.5
/art/Painting-Planet-II/162237/2084600/view,Evie Kitt,United Kingdom,"planet, power, storm, scape, life",Aerial,"Abstract, Impressionism, Fine Art","Acrylic, Watercolor, Ink",Paper,"$9,250.00",Painting,59.1  H, 151.2  W,0.2
/art/Painting-Undone/723656/2159548/view,Andrea Stajan*Ferkul,Canada,"beauty, vintage, vogue, women, blackandwhite, dress, fashion, figurative, glamour, illustration, inspiration, lace",Fashion,"Figurative, Fine Art, Illustration, Impressionism, Expressionism","Acrylic, Textile, Prismacolour",Canvas,"$2,360.00",Painting,30  H, 24  W,2
/art/Painting-Girl-with-a-Colander/80461/3070934/view,John Clark,United Kingdom,"shadows, colander, dark, absurd, head, moody",People,"Surrealism, Realism, Figurative, Fine Art",Oil,Canvas,"$1,620.00",Painting,36  H, 24  W,2
/art/Painting-Hyperbolic-shades-12/337243/2463522/view,Dario Moschetta,Italy,"acrylic, painting, pink, portrait, black, woman, canvas, eyes, face, female",People,"Figurative, Fine Art, Illustration, Portraiture",Acrylic,Canvas,$777.00,Painting,25.2  H, 21.3  W,1.2
/art/Painting-City-Center/342989/2723398/view,Michelle Daisley Moffitt,United States,"pattern, texture, Cityscape, earth tones, city, color, contemporary, michelle daisley moffitt, abstract, grid, modern, orange",Abstract,"Abstract, Fine Art","Acrylic, Oil, Paper",Canvas,$945.00,Painting,24  H, 24  W,1.5
/art/Painting-Disintegration/9257/3047099/view,Ian McLean,Canada,"pattern, blue, architecture, green, house, modernism",Architecture,"Expressionism, Minimalism, Modern, Fine Art",Oil,Canvas,"$12,750.00",Painting,72  H, 60  W,1.5
/art/Painting-Come-On-Over/698897/2537890/view,Owen Demers,United States,"red, birch, black, wax, white, encaustics, expressionist, abstract",Abstract,"Abstract, Expressionism, Abstract Expressionism, Fine Art, Modern",Encaustic,Wood,"$1,100.00",Painting,24  H, 28  W,2
/art/Painting-Sunset-Bridge/917553/3179794/view,Sooeun Baik,United Kingdom,"reflection, square, sunset, color, flowing, modern landsacpe",Landscape,"Abstract, Fine Art, Modern, Figurative","Gouache, Acrylic",Canvas,"$4,650.00",Painting,59  H, 59  W,1.2
/art/Painting-Book-12-27/599547/2675125/view,Heather Goodwind,United States,"pink, black, foating, circle, mininal, dots, abstract, lyrical, orange",Abstract,"Abstract, Abstract Expressionism, Fine Art, Modern","Acrylic, Ink",Paper,$290.00,Painting,8  H, 5  W,0
/art/Painting-Slider/259297/2551472/view,Larry Graeber,United States,"red, slide, green, horizon, mechanism",Abstract,"Abstract, Fine Art, Modern",Oil,Canvas,"$9,400.00",Painting,47  H, 76  W,1.5
/art/Painting-What-Gives-Them-Their-Fire/767984/2759762/view,Matt McLean,United States,"body, world, chaos, Disorder, divination, escapism, abstract, formation, landscape, mind, order",Landscape,"Abstract, Fine Art, Modern",Ink,Wood,"$1,600.00",Painting,25.8  H, 26  W,1.5
/art/Painting-Rockery-7/776848/2443966/view,Oeser Art,,"acrylic, painted, calm, shades of grey, depth, abstract, stone landscape, OESER-ART",Abstract,"Abstract, Fine Art, Modern",Acrylic,Canvas,"$1,490.00",Painting,47.2  H, 31.5  W,0.7
/art/Painting-Cloud-Eyes/722786/2363617/view,Emily McPhee,Canada,"beautiful, portrait, rain, tears, watercolour, clouds, crying, drips, eyes, girl, melancholy",Portrait,"Fine Art, Figurative",Watercolor,Paper,$760.00,Painting,11  H, 8.5  W,0
/art/Painting-Saratoga-Paddock/571222/2779013/view,Heidi Lanino,United States,"painting, abstract, horse, landscape, Saratoga, oil",Landscape,"Abstract, Figurative, Fine Art, Expressionism",Oil,Wood,"$1,700.00",Painting,25  H, 25  W,1.5
/art/Painting-3D-Pink-mist/680585/2889044/view,Elena Lukina,Latvia,"painting, realism, fine art, canvas, conceptual, deer, animal, fantasy, impressionism, landscape, modern, oil",Animal,"Conceptual, Fine Art, Modern, Impressionism, Realism",Oil,Canvas,"$1,140.00",Painting,39.4  H, 39.4  W,1.2
/art/Painting-Stuck/744816/2704475/view,W C,,"road, stuck, tar, traffic, valley, 101, cars, Los Angeles, animals, elephant, highway, interstate",Animal,"Fine Art, Photorealism, Realism, Modern","Oil, Ink",Wood,$760.00,Painting,24  H, 47  W,0.3
/art/Painting-Beautiful-Memory-of-Dead-Bird/764348/2337133/view,Hye*Jin Stella Kim,South Korea,"bird, abstract expressionism, diptych, cherry blossom, large painting, Large abstract, drip, lyrical, memory",Abstract,"Abstract, Abstract Expressionism, Fine Art",Oil,Canvas,"$16,000.00",Painting,80  H, 120  W,1.5
/art/Painting-are-you-ready/420360/3109725/view,yossi kotler,Israel,"beauty, portrait, mix media, digital art, yossi kotler art, acrylic painting",Portrait,"Abstract Expressionism, Conceptual, Figurative, Fine Art, Pop Art","Acrylic, Ink, Digital, Paint",Canvas,"$1,790.00",Painting,47.2  H, 35.4  W,1.2
/art/Painting-Today-is-a-grand-day/394079/2658727/view,Rie Kono,Japan,"beach, sea, sunny, travel, ballon, festival, ocean",Travel,"Fine Art, Pop Art",Acrylic,Canvas,"$31,000.00",Painting,35.8  H, 45.9  W,0.8
/art/Painting-Landscape-1335-5-Sunday/661122/2529371/view,Andrey Bogoslowsky,United States,"acrylic, painting, passionate, pink, blue, summer, summertime, white, yellow, Picasso, Matisse , Pollock, Van Gogh, hans hofmann, Chagall, monet, de Kooning, contemporary, abstract, green, happy, joyful, landscape",Landscape,"Expressionism, Impressionism, Fine Art",Acrylic,Wood,"$1,000.00",Painting,14  H, 11  W,1
/art/Painting-Sue-os-de-bailarina-12/326888/2742571/view,OSCAR ALVAREZ,Spain,"paper, woman, fine art, acrilico, bailarina, fantasy, figurative, ballet",Women,"Figurative, Fine Art",Acrylic,Paper,$495.00,Painting,18.5  H, 13.2  W,0
/art/Painting-This-Shimmering-Space-No-2/815687/3207182/view,Abigail Bowen,United Kingdom,"beach, black, seafront, seascape, sublime, urban, Cityscape, Brighton, drips, abstract, grey, landscape",Abstract,"Abstract, Abstract Expressionism, Fine Art, Impressionism, Modern",Oil,Canvas,$645.00,Painting,17  H, 21  W,1
/art/Painting-Morning-Rush/46363/3114482/view,Debbie Likley Pacheco,United States,"painting, modern art, city, contemporary, abstract, figurative, light",Cities,"Abstract, Figurative, Modern, Street Art, Fine Art",Oil,Wood,"$1,800.00",Painting,24  H, 48  W,0.8
/art/Painting-You-Bet-your-Hetzel/346779/2817360/view,Gordon Sellen,Canada,"street, texture, warm, hetzel, Rothko, earth tones, minimal, modern",Abstract,"Abstract, Fine Art, Minimalism, Street Art, Modern",Acrylic,"Canvas, Wood",$960.00,Painting,36  H, 18  W,1.5
/art/Painting-Holy-Man/899085/3089079/view,Martine Goevaerts,Belgium,"acrylic, painting, realism, fine art, color, holy man, Nepal, figurative",People,"Figurative, Fine Art, Portraiture","Acrylic, Paint",Cardboard,$468.00,Painting,27.6  H, 19.7  W,0.1
/art/Painting-Resolution-4-large-version/726930/2456845/view,Paul Smith,United Kingdom,"urban, building, dereliction, destruction, war-damage",Abstract,"Abstract, Fine Art","Acrylic, Paint, Paper, Ink, Watercolor","Canvas, Cardboard, Paper","$4,950.00",Painting,49  H, 69  W,1
/art/Painting-Spring-breeze-Abstract-N-1537/91068/2945120/view,Koen Lybaert,Belgium,"blue, yellow, abstract, layered, oil",Abstract,"Abstract, Fine Art, Abstract Expressionism",Oil,Canvas,$655.00,Painting,20.5  H, 20.5  W,0.8
/art/Painting-Fresh/784750/3013096/view,Preethi Mathialagan,United States,"pink, red, rose, vertical, red flowers, pink flowers, Magenta flowers, light pink, gray, magenta, orange",Floral,"Abstract, Abstract Expressionism, Art Deco, Fine Art, Modern",Acrylic,Canvas,$755.00,Painting,40  H, 16  W,1.5
/art/Painting-Pollux-Sleeping/400448/2689750/view,Mathieu Laca,Canada,"sleep, impasto, animal, dog, labrador",Animal,"Expressionism, Figurative, Portraiture, Realism, Fine Art",Oil,Canvas,"$2,410.00",Painting,36.2  H, 48  W,2
/art/Painting-This-Noisy-Bird/698897/2830921/view,Owen Demers,United States,"rhythm, biology, wax, white, cellular, circles, Klee, amoeba, encaustics, drips, lyrical, microcosm",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern",Encaustic,Wood,"$5,350.00",Painting,40  H, 48  W,1.8
/art/Painting-Autumn-Crisp/413566/2697436/view,Lori Latham,United States,"sky, abstract, autumn, landscape, orange",Landscape,"Abstract, Fine Art, Modern",Acrylic,Canvas,"$3,710.00",Painting,37  H, 60  W,1.8
/art/Painting-Fly-Over/730614/2221558/view,Marc Roder,United States,"painterly, Color field, contemporary, drip, west coast, insects, mountains, narrative, UFO's",Outer Space,"Figurative, Fine Art, Pop Art, Street Art, Expressionism",Oil,Canvas,"$4,850.00",Painting,48  H, 48  W,3
/art/Painting-On-the-way/674873/2560661/view,Andrei Bludov,,"red, sacred, secluded, travelling, Buddism, Samsara, travel notes, the way, Monks in red, spirit of Asia, meditation, observing",Travel,"Documentary, Figurative, Fine Art, Modern, Portraiture","Acrylic, Oil, Paint",Canvas,"$4,910.00",Painting,59.1  H, 55.1  W,1
/art/Painting-The-Upper-Room/764344/2351967/view,Bezalel Levy,United States,"Jerusalem, upper room, Last Supper, Cenacle, Mount Zion",Architecture,"Fine Art, Realism",Acrylic,Canvas,"$4,350.00",Painting,30  H, 40  W,0.2
/art/Painting-Alamo-visitors/746558/2419880/view,Delaram Mowatt,United States,"alamo, visitors, building, texas, San Antonio, historical",Architecture,"Fine Art, Modern",Oil,Canvas,$570.00,Painting,12  H, 16  W,0.8
/art/Painting-STREET-GAMES-IV/760005/2551175/view,Ula Dzwonik,Poland,"relationship, street, dogs, flock, fun",Animal,Fine Art,Acrylic,Other,"$7,800.00",Painting,39.4  H, 39.4  W,1.2
/art/Painting-On-the-mountain-Flowers-and-Fruits/57954/2415739/view,Yulia Luchkina,Russia,"blue, watercolor, women, girl, art, mystery, night",Women,"Art Deco, Expressionism, Figurative, Fine Art",Watercolor,Paper,"$2,950.00",Painting,16.1  H, 18.5  W,0
/art/Painting-Without-you/517587/2486284/view,Khalid Alzayani,United Arab Emirates,"black, script, text, texture, white, wood, words, writing, black and white , graphite, grey, monotone",Wall,"Abstract, Street Art, Fine Art, Abstract Expressionism, Modern",Acrylic,Canvas,$950.00,Painting,27.6  H, 35.4  W,1.6
/art/Painting-Without-End/172918/2629127/view,Hannah Weatherhead,United Kingdom,"palm, plants, botany, trees, greenery, greens, nature",Botanic,"Fine Art, Figurative",Oil,Wood,"$1,200.00",Painting,24  H, 18.1  W,0.8
/art/Painting-Doubt/830090/3042949/view,Natalia Leonova,Russia,"woman, flower, girl, love, nude",Nude,"Impressionism, Fine Art",Acrylic,Paper,$500.00,Painting,19.7  H, 25.2  W,0
/art/Painting-magic-number-on-the-edge/678666/2567222/view,Martina Niederhauser*Landtwing,Switzerland,"blue, blue artwork, swiss painter, aqua, blue 5, blue 6, zahlen kunst, acrylic swiss art, numbers",Abstract,"Abstract, Conceptual, Fine Art, Modern","Acrylic, Gesso, Spray Paint",Canvas,"$1,080.00",Painting,36.2  H, 36.2  W,1.4
/art/Painting-Arrogance/517587/2458851/view,Khalid Alzayani,United Arab Emirates,"eroded, sand, texture, wall, fine art, ageing, contemporary, dirt, expressionism, expressionist, abstract, modern",Wall,"Abstract, Fine Art, Modern, Expressionism, Abstract Expressionism",Acrylic,Canvas,"$1,960.00",Painting,32  H, 32  W,0.7
/art/Painting-Wound-Fever-2/314224/2719960/view,Ad van Riel,Netherlands,"paint, people, pink, connections, figures, landscapes",Abstract,"Figurative, Fine Art","Acrylic, Oil",Canvas,"$1,340.00",Painting,19.7  H, 23.6  W,0.8
/art/Painting-Dancing-Heart/711591/2502481/view,Laura Marin,,"pink, pretty, show, tutu, woman, chiaroscuro, dance, bailarina, dress, girl, lights, ballerina",Women,"Expressionism, Figurative, Fine Art, Realism, Illustration","Acrylic, Ink",Paper,$395.00,Painting,11  H, 8  W,0.6
/art/Painting-force/335494/2858525/view,SANTHOSH C H,India,"red, sheet, horse, ink, men",Animal,"Art Deco, Conceptual, Figurative, Fine Art, Modern","Ink, Watercolor",Paper,$355.00,Painting,12  H, 16  W,0.1
/art/Painting-Birch-Trees/867076/3159148/view,Michelle Sheppard,,"seasons, silver, white trees, blue sky, forest painting, winter woods, nature watercolor, birch trees, rural country, gray bleak, landscape, tree art",Nature,"Fine Art, Photorealism, Realism",Watercolor,Paper,$235.00,Painting,7  H, 10  W,0.1
/art/Painting-Tree-radiation/749889/2852889/view,Gagyi Botond,Romania,"pool, sky, space, blue, tree, water, brown, bush, garden, green, lines, nature",Landscape,"Abstract Expressionism, Surrealism, Fine Art, Realism, Modern",Oil,Wood,$505.00,Painting,7.9  H, 6.7  W,0.8
/art/Painting-C-E-R-N-WITHIN/4778/1681297/view,Leo Kadele,Croatia,"urban, urban art, art brut, conceptual, contemporary, gods",Science/Technology,"Street Art, Conceptual, Fine Art",Acrylic,Canvas,"$16,000.00",Painting,82.7  H, 90.6  W,2
/art/Painting-Insomnia-Vase-of-Flowers-Against-Salmon-Pink-Wall/385295/3099884/view,Lara Meintjes,United States,"pink, blossom, botanical, vase, still life, acrylic painting, floral, flowers, gouache, Lara Meintjes, leaves, lily",Still Life,"Expressionism, Modern, Fine Art, Folk, Figurative","Gouache, Acrylic, Paint, Wax",Wood,$290.00,Painting,14  H, 11  W,1
/art/Painting-Midsummer-Bonfire/705756/2826771/view,Trine Churchill,United States,"beach, bonfire, midsummer night, fireworks, skt. hans aften, landscape, nature",Beach,"Abstract Expressionism, Expressionism, Figurative, Fine Art",Oil,Canvas,"$1,030.00",Painting,16  H, 12  W,1
/art/Painting-Untitled-Lady-No-114/160534/152158/view,Dong Li*Blackwell,United Kingdom,"taboo, tiger, woman, erotic, freedom, animale, lady, lion, nude",Body,"Expressionism, Abstract Expressionism, Abstract, Figurative, Fine Art","Watercolor, Ink",Paper,"$3,810.00",Painting,33.1  H, 23.2  W,0
/art/Painting-Christine/794816/2591784/view,Kim Baglieri,,"activist, urban, woman, grafitti, philippines, EMPOWERED, woman of color, FIlipino diaspora, filipino, leader, organizer",Women,"Expressionism, Figurative, Fine Art, Folk, Portraiture","Acrylic, Paint, Paper",Canvas,"$4,910.00",Painting,79.5  H, 87.5  W,0.1
/art/Painting-Memories-of-Positano/676033/3187548/view,William Kendall,United States,"diptych, abstract,  coastal,  italy,  shoreline,  rocky shore,  Amalfi coast, Positano",Landscape,"Abstract, Abstract Expressionism, Fine Art, Expressionism, Modern",Acrylic,Canvas,"$3,710.00",Painting,24  H, 60  W,2
/art/Painting-Temporary-Barriers/814153/2623261/view,Ariel Lockshaw,United States,"Mixed Media, fine art, fluorescent, architecture, landscape",Landscape,"Abstract, Fine Art","Acrylic, Oil, Spray Paint",Canvas,"$2,050.00",Painting,36  H, 36  W,2.5
/art/Painting-Vassiliy/711722/2980153/view,Irina Sergeyeva,Russia,"stripes, brown, cat, cute, big cat, animal, Fat cat",Animal,"Realism, Fine Art, Figurative, Impressionism",Oil,Canvas,$495.00,Painting,19.7  H, 23.6  W,0.8
/art/Painting-Reflections-9/731891/2178810/view,Ludmila Rashtanova,Ukraine,"people, reflection, suit, contemporary, rashtanova",People,Fine Art,"Acrylic, Oil",Canvas,"$3,050.00",Painting,47.2  H, 74.8  W,1.6
/art/Painting-A-place-in-time/700492/2654521/view,Anthony de Klerk,South Africa,"dreamstate, brushwork., expression, feelings, looseness",Nude,"Abstract, Expressionism, Figurative, Fine Art","Acrylic, Ink",Paper,"$1,990.00",Painting,27.6  H, 19.7  W,0.1
/art/Painting-The-Hidden-Field/920873/3214703/view,Shane Miller,United States,"trees, minimal landscape, moody landscape, Pine Trees, atmospheric landscape, dawn, dusk, fields, fog, forest, atmospheric",Landscape,"Abstract Expressionism, Minimalism, Fine Art","Oil, encaustic, Wax",Wood,"$1,950.00",Painting,36  H, 36  W,2
/art/Painting-Terra-incognita-I/880569/3164097/view,Sejben Lajos,Hungary,"contemporary, etherial, lajos, emotion, abstract, sejben, atmospheric, landscape, nature",Landscape,"Abstract, Fine Art, Minimalism, Modern",Oil,Wood,$290.00,Painting,8.3  H, 8.3  W,0.1
/art/Painting-Once/402668/2153871/view,Louise Aldridge,United Kingdom,"beauty, space, composition, figure, freedom, light, once",Abstract,"Abstract, Figurative, Fine Art, Documentary","Oil, Acrylic",Canvas,"$1,910.00",Painting,40.2  H, 29.5  W,1.6
/art/Painting-Soft-Landing/783174/3116116/view,Tracey Lane,United States,"realism, red, bird, red bird, impressionism",Nature,"Abstract Expressionism, Fine Art, Impressionism, Realism",Acrylic,Wood,"$1,950.00",Painting,36  H, 20  W,2
/art/Painting-BR624/735695/3189652/view,Radek *mach,Czech Republic,"beige, black, contemporary, abstract, gray, modern",Abstract,"Abstract, Abstract Expressionism, Fine Art, Minimalism, Conceptual",Acrylic,Canvas,"$1,340.00",Painting,17.7  H, 11.8  W,0.8
/art/Painting-Discreet-music/802358/2905437/view,Rory Mitchell,Norway,"people, blue, trees, skyscape, butterfly, landscape",Family,"Figurative, Fine Art",Oil,Canvas,"$2,410.00",Painting,31.5  H, 31.5  W,0.8
/art/Painting-Queen-Esther/43655/2710587/view,Sabrina J Squires,,"queen, red, blue, war, white, woman, queen esther, beautiful woman, armies, figurative",Religion,"Abstract, Conceptual, Figurative, Fine Art, Surrealism","Acrylic, Ink, Collage",Wood,"$1,050.00",Painting,43  H, 43  W,2
/art/Painting-Light-at-the-end/21630/3066853/view,Tessa Houghton,United Kingdom,"beauty, seascape, serene, sunrise, sunset, fineart, turner, vanishing point, britishart, horizon, landscape, light",Landscape,"Abstract Expressionism, Expressionism, Fine Art, Modern",Oil,Canvas,"$1,620.00",Painting,23.6  H, 23.6  W,1.6
/art/Painting-woman-16-2014/82047/2439717/view,Natsumi Yamaguchi,Japan,"portrait, japonism , stylish, Japan, Tokyo, face, fashion, lady, lovely",Women,"Fine Art, Pop Art","Acrylic, Oil, Wax",Wood,"$1,080.00",Painting,39.4  H, 28.7  W,1.2
/art/Painting-North-of-Troutbeck/12463/469402/view,Roger Colson,United Kingdom,"sky, tree, lake district, Cumbria, Troutbeck",Tree,Fine Art,Oil,Canvas,"$1,690.00",Painting,24  H, 24  W,2
/art/Painting-Moving-further/65569/3095978/view,Viktoria Shvoren,Russia,"sky, blue, trip, abstract, field, green, grey, ground, landscape, meditation, moment",Abstract,"Abstract Expressionism, Minimalism, Figurative, Fine Art",Oil,Canvas,"$1,690.00",Painting,33.5  H, 33.5  W,0.8
/art/Painting-Earthen-shine-Blending/813022/2613829/view,Ursula Radel*Leszczynski,Austria,"acrylic, shine, canvas, earth, abstract, ready to hang, landscape",Abstract,"Abstract, Abstract Expressionism, Fine Art, Minimalism, Modern",Acrylic,Canvas,"$1,390.00",Painting,39.4  H, 27.6  W,0.7
/art/Painting-Midnight-Fragments/807131/2580260/view,Sheryll Venzon,Canada,"dreams, abstract, shervenz, silver leaf, midnight",Abstract,"Abstract, Abstract Expressionism, Conceptual, Fine Art, Modern","Acrylic, Silver Leaf, Diamond Dust",Wood,"$2,990.00",Painting,48  H, 48  W,1.5
/art/Painting-Vespers-3/796774/3160733/view,Laura Spring,United States,"minimalistic landscape,  textured painting,  blue and white,  black and white painting,  monochrome painting",Abstract,"Abstract, Abstract Expressionism, Fine Art, Modern, Minimalism",Acrylic,Canvas,$880.00,Painting,30  H, 40  W,0.8
/art/Painting-The-Imaginary-Space/858206/2859592/view,JONG JIN LEE,Spain,"sky, nube, cloud, constellation, flower",Floral,"Fine Art, Modern, Photorealism, Realism, Figurative",Oil,Canvas,"$5,410.00",Painting,25.6  H, 39.4  W,1
/art/Painting-Pentire-Point-Cornwall/466453/2549951/view,Dimitrios Tsouris,United Kingdom,"seascape, cornwall, colourful, expressive, landscape",Seascape,Fine Art,Oil,Canvas,$580.00,Painting,31.5  H, 39.4  W,2.4
/art/Painting-An-Answer-to-the-Problem/672659/2629729/view,Marie Tosto,United States,"painting, Mixed Media, Nupastel, monoprint, conceptual, drawing, expressionist, abstract, graphite, nonrepresentational, mortality, oils",Abstract,"Abstract Expressionism, Conceptual, Fine Art, Expressionism, Nonrepresentational","oil, oil paint, graphite, loose metal powder, linseed oil",Paper,"$3,810.00",Painting,40  H, 82  W,0.5
/art/Painting-Eclipse/739813/2862495/view,Mikael B,United States,"painting, graffiti, street art, spray paint, eclipse, abstract, mikael b",Abstract,"Abstract Expressionism, Fine Art, Street Art, Surrealism","Acrylic, Spray Paint",Canvas,"$5,010.00",Painting,40  H, 30  W,1
/art/Painting-The-Elders/904433/3112524/view,Peter Fiore,United States,"snow, spiritual, sunlight, bold, tree, winter, woodland, colorful, forest, graphic, modern",Landscape,"Fine Art, Impressionism, Modern, Realism",Oil,Canvas,"$12,750.00",Painting,36  H, 36  W,2
/art/Painting-Meditation/3763/2533541/view,Chitra Ramanathan,United States,"acrylics, prints, calm, wall art, contemporary, saatchiart, abstract, art commissions, #NoBlankWalls , nature",Abstract,"Abstract, Conceptual, Abstract Expressionism, contemporary, Fine Art","Acrylic, Tempera, oil","Canvas, Wood, Other","$32,250.00",Painting,57.7  H, 107  W,2
/art/Painting-The-Tree/5961/2325797/view,Rusudan Khizanishvili,Georgia,"tree, white, yellow, girl, green",Portrait,"Fine Art, Modern",Acrylic,Canvas,$880.00,Painting,14.2  H, 14.2  W,0.8
/art/Painting-All-In-27/311324/2912075/view,Carla Sa Fernandes,Portugal,"painting, texture, impasto, canvas, all in, abstract, carla sa fernandes, oil",Abstract,"Abstract, Fine Art, modern, Modern",Oil,Canvas,"$1,890.00",Painting,27.6  H, 39.4  W,1.6
/art/Painting-Pigeons/841320/2762559/view,Malgorzata Jablonska,Poland,"pigeon, pigeons, bird, birds, transparent, grey, Cracow",Animal,"Modern, Fine Art","Glass, Fabric","Glass, Soft (Yarn, Cotton, Fabric)",$360.00,Painting,19.7  H, 19.7  W,0.7
/art/Painting-Ocean-2/314224/1550631/view,Ad van Riel,Netherlands,"people, pink, water, bridge, animals, green, landscape, ocean",Abstract,"Figurative, Fine Art","Oil, Acrylic",Canvas,"$2,590.00",Painting,39.4  H, 39.4  W,1.2
/art/Painting-Indoor-Outdoor-Still-Life/798601/2624956/view,Kathryn Vaughan,United States,"space, abstract expressionism, still life, oil paint, color, line",Landscape,"Abstract Expressionism, Expressionism, Fine Art, Surrealism, Abstract",Oil,Canvas,"$1,700.00",Painting,40  H, 46  W,2
